sample_id,polarity,path,features,total_peaks,mean_peaks_per_feature
VGF151_G05,neg,.cache/extracted/pf1600_raw/VGF151_G05/neg/VGF151_G05_features_ms2_neg.mgf,210,6432,30.628571
VGF151_G05,pos,.cache/extracted/pf1600_raw/VGF151_G05/pos/VGF151_G05_features_ms2_pos.mgf,308,13674,44.396104
VGF151_G06,neg,.cache/extracted/pf1600_raw/VGF151_G06/neg/VGF151_G06_features_ms2_neg.mgf,38,1064,28.000000
VGF151_G06,pos,.cache/extracted/pf1600_raw/VGF151_G06/pos/VGF151_G06_features_ms2_pos.mgf,141,5605,39.751773
VGF151_G07,neg,.cache/extracted/pf1600_raw/VGF151_G07/neg/VGF151_G07_features_ms2_neg.mgf,253,7349,29.047431
VGF151_G07,pos,.cache/extracted/pf1600_raw/VGF151_G07/pos/VGF151_G07_features_ms2_pos.mgf,567,26522,46.776014
VGF151_G08,neg,.cache/extracted/pf1600_raw/VGF151_G08/neg/VGF151_G08_features_ms2_neg.mgf,150,3206,21.373333
VGF151_G08,pos,.cache/extracted/pf1600_raw/VGF151_G08/pos/VGF151_G08_features_ms2_pos.mgf,249,15398,61.839357
VGF151_G09,neg,.cache/extracted/pf1600_raw/VGF151_G09/neg/VGF151_G09_features_ms2_neg.mgf,143,3611,25.251748
VGF151_G09,pos,.cache/extracted/pf1600_raw/VGF151_G09/pos/VGF151_G09_features_ms2_pos.mgf,286,13169,46.045455
VGF151_G10,neg,.cache/extracted/pf1600_raw/VGF151_G10/neg/VGF151_G10_features_ms2_neg.mgf,152,3869,25.453947
VGF151_G10,pos,.cache/extracted/pf1600_raw/VGF151_G10/pos/VGF151_G10_features_ms2_pos.mgf,386,18583,48.142487
VGF151_G11,neg,.cache/extracted/pf1600_raw/VGF151_G11/neg/VGF151_G11_features_ms2_neg.mgf,414,14807,35.765700
VGF151_G11,pos,.cache/extracted/pf1600_raw/VGF151_G11/pos/VGF151_G11_features_ms2_pos.mgf,577,32221,55.842288
VGF151_G12,neg,.cache/extracted/pf1600_raw/VGF151_G12/neg/VGF151_G12_features_ms2_neg.mgf,5,205,41.000000
VGF151_G12,pos,.cache/extracted/pf1600_raw/VGF151_G12/pos/VGF151_G12_features_ms2_pos.mgf,36,1048,29.111111
VGF151_H01,neg,.cache/extracted/pf1600_raw/VGF151_H01/neg/VGF151_H01_features_ms2_neg.mgf,1134,30439,26.842152
VGF151_H01,pos,.cache/extracted/pf1600_raw/VGF151_H01/pos/VGF151_H01_features_ms2_pos.mgf,1265,66693,52.721739
VGF151_H02,neg,.cache/extracted/pf1600_raw/VGF151_H02/neg/VGF151_H02_features_ms2_neg.mgf,209,5302,25.368421
VGF151_H02,pos,.cache/extracted/pf1600_raw/VGF151_H02/pos/VGF151_H02_features_ms2_pos.mgf,585,31999,54.699145
VGF151_H03,neg,.cache/extracted/pf1600_raw/VGF151_H03/neg/VGF151_H03_features_ms2_neg.mgf,193,4457,23.093264
VGF151_H03,pos,.cache/extracted/pf1600_raw/VGF151_H03/pos/VGF151_H03_features_ms2_pos.mgf,434,22916,52.801843
VGF151_H04,neg,.cache/extracted/pf1600_raw/VGF151_H04/neg/VGF151_H04_features_ms2_neg.mgf,224,6132,27.375000
VGF151_H04,pos,.cache/extracted/pf1600_raw/VGF151_H04/pos/VGF151_H04_features_ms2_pos.mgf,440,21135,48.034091
VGF151_H05,neg,.cache/extracted/pf1600_raw/VGF151_H05/neg/VGF151_H05_features_ms2_neg.mgf,227,5789,25.502203
VGF151_H05,pos,.cache/extracted/pf1600_raw/VGF151_H05/pos/VGF151_H05_features_ms2_pos.mgf,504,23125,45.882937
VGF151_H06,neg,.cache/extracted/pf1600_raw/VGF151_H06/neg/VGF151_H06_features_ms2_neg.mgf,214,5076,23.719626
VGF151_H06,pos,.cache/extracted/pf1600_raw/VGF151_H06/pos/VGF151_H06_features_ms2_pos.mgf,471,25511,54.163482
VGF151_H07,neg,.cache/extracted/pf1600_raw/VGF151_H07/neg/VGF151_H07_features_ms2_neg.mgf,660,18958,28.724242
VGF151_H07,pos,.cache/extracted/pf1600_raw/VGF151_H07/pos/VGF151_H07_features_ms2_pos.mgf,649,37242,57.383667
VGF151_H08,neg,.cache/extracted/pf1600_raw/VGF151_H08/neg/VGF151_H08_features_ms2_neg.mgf,432,9699,22.451389
VGF151_H08,pos,.cache/extracted/pf1600_raw/VGF151_H08/pos/VGF151_H08_features_ms2_pos.mgf,684,40026,58.517544
VGF151_H09,neg,.cache/extracted/pf1600_raw/VGF151_H09/neg/VGF151_H09_features_ms2_neg.mgf,234,6441,27.525641
VGF151_H09,pos,.cache/extracted/pf1600_raw/VGF151_H09/pos/VGF151_H09_features_ms2_pos.mgf,501,22012,43.936128
VGF151_H10,neg,.cache/extracted/pf1600_raw/VGF151_H10/neg/VGF151_H10_features_ms2_neg.mgf,118,3529,29.906780
VGF151_H10,pos,.cache/extracted/pf1600_raw/VGF151_H10/pos/VGF151_H10_features_ms2_pos.mgf,277,14490,52.310469
VGF151_H11,neg,.cache/extracted/pf1600_raw/VGF151_H11/neg/VGF151_H11_features_ms2_neg.mgf,272,7548,27.750000
VGF151_H11,pos,.cache/extracted/pf1600_raw/VGF151_H11/pos/VGF151_H11_features_ms2_pos.mgf,710,41547,58.516901
VGF151_H12,neg,.cache/extracted/pf1600_raw/VGF151_H12/neg/VGF151_H12_features_ms2_neg.mgf,4,155,38.750000
VGF151_H12,pos,.cache/extracted/pf1600_raw/VGF151_H12/pos/VGF151_H12_features_ms2_pos.mgf,40,1135,28.375000
VGF152_A01,neg,.cache/extracted/pf1600_raw/VGF152_A01/neg/VGF152_A01_features_ms2_neg.mgf,1195,24937,20.867782
VGF152_A01,pos,.cache/extracted/pf1600_raw/VGF152_A01/pos/VGF152_A01_features_ms2_pos.mgf,1481,83279,56.231600
VGF152_A02,neg,.cache/extracted/pf1600_raw/VGF152_A02/neg/VGF152_A02_features_ms2_neg.mgf,168,4581,27.267857
VGF152_A02,pos,.cache/extracted/pf1600_raw/VGF152_A02/pos/VGF152_A02_features_ms2_pos.mgf,572,33491,58.550699
VGF152_A03,neg,.cache/extracted/pf1600_raw/VGF152_A03/neg/VGF152_A03_features_ms2_neg.mgf,162,4410,27.222222
VGF152_A03,pos,.cache/extracted/pf1600_raw/VGF152_A03/pos/VGF152_A03_features_ms2_pos.mgf,384,24277,63.221354
VGF152_A04,neg,.cache/extracted/pf1600_raw/VGF152_A04/neg/VGF152_A04_features_ms2_neg.mgf,165,4374,26.509091
VGF152_A04,pos,.cache/extracted/pf1600_raw/VGF152_A04/pos/VGF152_A04_features_ms2_pos.mgf,411,24428,59.435523
VGF152_A05,neg,.cache/extracted/pf1600_raw/VGF152_A05/neg/VGF152_A05_features_ms2_neg.mgf,391,10596,27.099744
VGF152_A05,pos,.cache/extracted/pf1600_raw/VGF152_A05/pos/VGF152_A05_features_ms2_pos.mgf,713,34605,48.534362
VGF152_A06,neg,.cache/extracted/pf1600_raw/VGF152_A06/neg/VGF152_A06_features_ms2_neg.mgf,121,2962,24.479339
VGF152_A06,pos,.cache/extracted/pf1600_raw/VGF152_A06/pos/VGF152_A06_features_ms2_pos.mgf,220,11500,52.272727
VGF152_A07,neg,.cache/extracted/pf1600_raw/VGF152_A07/neg/VGF152_A07_features_ms2_neg.mgf,333,8803,26.435435
VGF152_A07,pos,.cache/extracted/pf1600_raw/VGF152_A07/pos/VGF152_A07_features_ms2_pos.mgf,531,27607,51.990584
VGF152_A08,neg,.cache/extracted/pf1600_raw/VGF152_A08/neg/VGF152_A08_features_ms2_neg.mgf,389,13364,34.354756
VGF152_A08,pos,.cache/extracted/pf1600_raw/VGF152_A08/pos/VGF152_A08_features_ms2_pos.mgf,521,26817,51.472169
VGF152_A09,neg,.cache/extracted/pf1600_raw/VGF152_A09/neg/VGF152_A09_features_ms2_neg.mgf,202,4727,23.400990
VGF152_A09,pos,.cache/extracted/pf1600_raw/VGF152_A09/pos/VGF152_A09_features_ms2_pos.mgf,429,24629,57.410256
VGF152_A10,neg,.cache/extracted/pf1600_raw/VGF152_A10/neg/VGF152_A10_features_ms2_neg.mgf,402,15208,37.830846
VGF152_A10,pos,.cache/extracted/pf1600_raw/VGF152_A10/pos/VGF152_A10_features_ms2_pos.mgf,473,36487,77.139535
VGF152_A11,neg,.cache/extracted/pf1600_raw/VGF152_A11/neg/VGF152_A11_features_ms2_neg.mgf,252,6163,24.456349
VGF152_A11,pos,.cache/extracted/pf1600_raw/VGF152_A11/pos/VGF152_A11_features_ms2_pos.mgf,487,29029,59.607803
VGF152_A12,neg,.cache/extracted/pf1600_raw/VGF152_A12/neg/VGF152_A12_features_ms2_neg.mgf,0,0,0.000000
VGF152_A12,pos,.cache/extracted/pf1600_raw/VGF152_A12/pos/VGF152_A12_features_ms2_pos.mgf,11,372,33.818182
VGF152_B01,neg,.cache/extracted/pf1600_raw/VGF152_B01/neg/VGF152_B01_features_ms2_neg.mgf,1264,35479,28.068829
VGF152_B01,pos,.cache/extracted/pf1600_raw/VGF152_B01/pos/VGF152_B01_features_ms2_pos.mgf,1485,82277,55.405387
VGF152_B02,neg,.cache/extracted/pf1600_raw/VGF152_B02/neg/VGF152_B02_features_ms2_neg.mgf,119,3074,25.831933
VGF152_B02,pos,.cache/extracted/pf1600_raw/VGF152_B02/pos/VGF152_B02_features_ms2_pos.mgf,713,34365,48.197756
VGF152_B03,neg,.cache/extracted/pf1600_raw/VGF152_B03/neg/VGF152_B03_features_ms2_neg.mgf,335,9778,29.188060
VGF152_B03,pos,.cache/extracted/pf1600_raw/VGF152_B03/pos/VGF152_B03_features_ms2_pos.mgf,643,33811,52.583204
VGF152_B04,neg,.cache/extracted/pf1600_raw/VGF152_B04/neg/VGF152_B04_features_ms2_neg.mgf,230,6004,26.104348
VGF152_B04,pos,.cache/extracted/pf1600_raw/VGF152_B04/pos/VGF152_B04_features_ms2_pos.mgf,396,19125,48.295455
VGF152_B05,neg,.cache/extracted/pf1600_raw/VGF152_B05/neg/VGF152_B05_features_ms2_neg.mgf,349,8707,24.948424
VGF152_B05,pos,.cache/extracted/pf1600_raw/VGF152_B05/pos/VGF152_B05_features_ms2_pos.mgf,622,29343,47.175241
VGF152_B06,neg,.cache/extracted/pf1600_raw/VGF152_B06/neg/VGF152_B06_features_ms2_neg.mgf,61,1330,21.803279
VGF152_B06,pos,.cache/extracted/pf1600_raw/VGF152_B06/pos/VGF152_B06_features_ms2_pos.mgf,157,6986,44.496815
VGF152_B07,neg,.cache/extracted/pf1600_raw/VGF152_B07/neg/VGF152_B07_features_ms2_neg.mgf,142,3680,25.915493
VGF152_B07,pos,.cache/extracted/pf1600_raw/VGF152_B07/pos/VGF152_B07_features_ms2_pos.mgf,279,17599,63.078853
VGF152_B08,neg,.cache/extracted/pf1600_raw/VGF152_B08/neg/VGF152_B08_features_ms2_neg.mgf,295,7982,27.057627
VGF152_B08,pos,.cache/extracted/pf1600_raw/VGF152_B08/pos/VGF152_B08_features_ms2_pos.mgf,496,23146,46.665323
VGF152_B09,neg,.cache/extracted/pf1600_raw/VGF152_B09/neg/VGF152_B09_features_ms2_neg.mgf,189,4512,23.873016
VGF152_B09,pos,.cache/extracted/pf1600_raw/VGF152_B09/pos/VGF152_B09_features_ms2_pos.mgf,364,19239,52.854396
VGF152_B10,neg,.cache/extracted/pf1600_raw/VGF152_B10/neg/VGF152_B10_features_ms2_neg.mgf,335,8985,26.820896
VGF152_B10,pos,.cache/extracted/pf1600_raw/VGF152_B10/pos/VGF152_B10_features_ms2_pos.mgf,546,29689,54.375458
VGF152_B11,neg,.cache/extracted/pf1600_raw/VGF152_B11/neg/VGF152_B11_features_ms2_neg.mgf,403,10797,26.791563
VGF152_B11,pos,.cache/extracted/pf1600_raw/VGF152_B11/pos/VGF152_B11_features_ms2_pos.mgf,699,32942,47.127325
VGF152_B12,neg,.cache/extracted/pf1600_raw/VGF152_B12/neg/VGF152_B12_features_ms2_neg.mgf,0,0,0.000000
VGF152_B12,pos,.cache/extracted/pf1600_raw/VGF152_B12/pos/VGF152_B12_features_ms2_pos.mgf,13,467,35.923077
VGF152_C01,neg,.cache/extracted/pf1600_raw/VGF152_C01/neg/VGF152_C01_features_ms2_neg.mgf,1254,35721,28.485646
VGF152_C01,pos,.cache/extracted/pf1600_raw/VGF152_C01/pos/VGF152_C01_features_ms2_pos.mgf,1485,81206,54.684175
VGF152_C02,neg,.cache/extracted/pf1600_raw/VGF152_C02/neg/VGF152_C02_features_ms2_neg.mgf,274,7452,27.197080
VGF152_C02,pos,.cache/extracted/pf1600_raw/VGF152_C02/pos/VGF152_C02_features_ms2_pos.mgf,479,26958,56.279749
VGF152_C03,neg,.cache/extracted/pf1600_raw/VGF152_C03/neg/VGF152_C03_features_ms2_neg.mgf,262,7152,27.297710
VGF152_C03,pos,.cache/extracted/pf1600_raw/VGF152_C03/pos/VGF152_C03_features_ms2_pos.mgf,598,43582,72.879599
VGF152_C04,neg,.cache/extracted/pf1600_raw/VGF152_C04/neg/VGF152_C04_features_ms2_neg.mgf,305,8634,28.308197
VGF152_C04,pos,.cache/extracted/pf1600_raw/VGF152_C04/pos/VGF152_C04_features_ms2_pos.mgf,542,29602,54.616236
VGF152_C05,neg,.cache/extracted/pf1600_raw/VGF152_C05/neg/VGF152_C05_features_ms2_neg.mgf,111,2889,26.027027
VGF152_C05,pos,.cache/extracted/pf1600_raw/VGF152_C05/pos/VGF152_C05_features_ms2_pos.mgf,165,9214,55.842424
VGF152_C06,neg,.cache/extracted/pf1600_raw/VGF152_C06/neg/VGF152_C06_features_ms2_neg.mgf,62,1449,23.370968
VGF152_C06,pos,.cache/extracted/pf1600_raw/VGF152_C06/pos/VGF152_C06_features_ms2_pos.mgf,177,9076,51.276836
VGF152_C07,neg,.cache/extracted/pf1600_raw/VGF152_C07/neg/VGF152_C07_features_ms2_neg.mgf,155,3781,24.393548
VGF152_C07,pos,.cache/extracted/pf1600_raw/VGF152_C07/pos/VGF152_C07_features_ms2_pos.mgf,287,17759,61.878049
VGF152_C08,neg,.cache/extracted/pf1600_raw/VGF152_C08/neg/VGF152_C08_features_ms2_neg.mgf,307,7504,24.442997
VGF152_C08,pos,.cache/extracted/pf1600_raw/VGF152_C08/pos/VGF152_C08_features_ms2_pos.mgf,428,29926,69.920561
VGF152_C09,neg,.cache/extracted/pf1600_raw/VGF152_C09/neg/VGF152_C09_features_ms2_neg.mgf,263,4808,18.281369
VGF152_C09,pos,.cache/extracted/pf1600_raw/VGF152_C09/pos/VGF152_C09_features_ms2_pos.mgf,334,20349,60.925150
VGF152_C10,neg,.cache/extracted/pf1600_raw/VGF152_C10/neg/VGF152_C10_features_ms2_neg.mgf,133,3549,26.684211
VGF152_C10,pos,.cache/extracted/pf1600_raw/VGF152_C10/pos/VGF152_C10_features_ms2_pos.mgf,501,25689,51.275449
VGF152_C11,neg,.cache/extracted/pf1600_raw/VGF152_C11/neg/VGF152_C11_features_ms2_neg.mgf,247,5665,22.935223
VGF152_C11,pos,.cache/extracted/pf1600_raw/VGF152_C11/pos/VGF152_C11_features_ms2_pos.mgf,443,22529,50.855530
VGF152_C12,neg,.cache/extracted/pf1600_raw/VGF152_C12/neg/VGF152_C12_features_ms2_neg.mgf,0,0,0.000000
VGF152_C12,pos,.cache/extracted/pf1600_raw/VGF152_C12/pos/VGF152_C12_features_ms2_pos.mgf,18,653,36.277778
VGF152_D01,neg,.cache/extracted/pf1600_raw/VGF152_D01/neg/VGF152_D01_features_ms2_neg.mgf,1313,27575,21.001523
VGF152_D01,pos,.cache/extracted/pf1600_raw/VGF152_D01/pos/VGF152_D01_features_ms2_pos.mgf,1503,81344,54.121091
VGF152_D02,neg,.cache/extracted/pf1600_raw/VGF152_D02/neg/VGF152_D02_features_ms2_neg.mgf,380,8399,22.102632
VGF152_D02,pos,.cache/extracted/pf1600_raw/VGF152_D02/pos/VGF152_D02_features_ms2_pos.mgf,491,24396,49.686354
VGF152_D03,neg,.cache/extracted/pf1600_raw/VGF152_D03/neg/VGF152_D03_features_ms2_neg.mgf,237,4536,19.139241
VGF152_D03,pos,.cache/extracted/pf1600_raw/VGF152_D03/pos/VGF152_D03_features_ms2_pos.mgf,503,31849,63.318091
VGF152_D04,neg,.cache/extracted/pf1600_raw/VGF152_D04/neg/VGF152_D04_features_ms2_neg.mgf,158,3154,19.962025
VGF152_D04,pos,.cache/extracted/pf1600_raw/VGF152_D04/pos/VGF152_D04_features_ms2_pos.mgf,369,20660,55.989160
VGF152_D05,neg,.cache/extracted/pf1600_raw/VGF152_D05/neg/VGF152_D05_features_ms2_neg.mgf,187,3402,18.192513
VGF152_D05,pos,.cache/extracted/pf1600_raw/VGF152_D05/pos/VGF152_D05_features_ms2_pos.mgf,260,13054,50.207692
VGF152_D06,neg,.cache/extracted/pf1600_raw/VGF152_D06/neg/VGF152_D06_features_ms2_neg.mgf,227,3717,16.374449
VGF152_D06,pos,.cache/extracted/pf1600_raw/VGF152_D06/pos/VGF152_D06_features_ms2_pos.mgf,491,23471,47.802444
VGF152_D07,neg,.cache/extracted/pf1600_raw/VGF152_D07/neg/VGF152_D07_features_ms2_neg.mgf,229,3946,17.231441
VGF152_D07,pos,.cache/extracted/pf1600_raw/VGF152_D07/pos/VGF152_D07_features_ms2_pos.mgf,408,21085,51.678922
VGF152_D08,neg,.cache/extracted/pf1600_raw/VGF152_D08/neg/VGF152_D08_features_ms2_neg.mgf,179,2837,15.849162
VGF152_D08,pos,.cache/extracted/pf1600_raw/VGF152_D08/pos/VGF152_D08_features_ms2_pos.mgf,387,20028,51.751938
VGF152_D09,neg,.cache/extracted/pf1600_raw/VGF152_D09/neg/VGF152_D09_features_ms2_neg.mgf,179,2419,13.513966
VGF152_D09,pos,.cache/extracted/pf1600_raw/VGF152_D09/pos/VGF152_D09_features_ms2_pos.mgf,360,20077,55.769444
VGF152_D10,neg,.cache/extracted/pf1600_raw/VGF152_D10/neg/VGF152_D10_features_ms2_neg.mgf,188,2397,12.750000
VGF152_D10,pos,.cache/extracted/pf1600_raw/VGF152_D10/pos/VGF152_D10_features_ms2_pos.mgf,362,20268,55.988950
VGF152_D11,neg,.cache/extracted/pf1600_raw/VGF152_D11/neg/VGF152_D11_features_ms2_neg.mgf,117,1419,12.128205
VGF152_D11,pos,.cache/extracted/pf1600_raw/VGF152_D11/pos/VGF152_D11_features_ms2_pos.mgf,389,16667,42.845758
VGF152_D12,neg,.cache/extracted/pf1600_raw/VGF152_D12/neg/VGF152_D12_features_ms2_neg.mgf,0,0,0.000000
VGF152_D12,pos,.cache/extracted/pf1600_raw/VGF152_D12/pos/VGF152_D12_features_ms2_pos.mgf,13,424,32.615385
VGF152_E01,neg,.cache/extracted/pf1600_raw/VGF152_E01/neg/VGF152_E01_features_ms2_neg.mgf,812,10259,12.634236
VGF152_E01,pos,.cache/extracted/pf1600_raw/VGF152_E01/pos/VGF152_E01_features_ms2_pos.mgf,1458,79446,54.489712
VGF152_E02,neg,.cache/extracted/pf1600_raw/VGF152_E02/neg/VGF152_E02_features_ms2_neg.mgf,107,1132,10.579439
VGF152_E02,pos,.cache/extracted/pf1600_raw/VGF152_E02/pos/VGF152_E02_features_ms2_pos.mgf,230,13209,57.430435
VGF152_E03,neg,.cache/extracted/pf1600_raw/VGF152_E03/neg/VGF152_E03_features_ms2_neg.mgf,85,970,11.411765
VGF152_E03,pos,.cache/extracted/pf1600_raw/VGF152_E03/pos/VGF152_E03_features_ms2_pos.mgf,542,37132,68.509225
VGF152_E04,neg,.cache/extracted/pf1600_raw/VGF152_E04/neg/VGF152_E04_features_ms2_neg.mgf,90,1087,12.077778
VGF152_E04,pos,.cache/extracted/pf1600_raw/VGF152_E04/pos/VGF152_E04_features_ms2_pos.mgf,411,20829,50.678832
VGF152_E05,neg,.cache/extracted/pf1600_raw/VGF152_E05/neg/VGF152_E05_features_ms2_neg.mgf,50,637,12.740000
VGF152_E05,pos,.cache/extracted/pf1600_raw/VGF152_E05/pos/VGF152_E05_features_ms2_pos.mgf,437,28981,66.318078
VGF152_E06,neg,.cache/extracted/pf1600_raw/VGF152_E06/neg/VGF152_E06_features_ms2_neg.mgf,95,1031,10.852632
VGF152_E06,pos,.cache/extracted/pf1600_raw/VGF152_E06/pos/VGF152_E06_features_ms2_pos.mgf,369,19424,52.639566
VGF152_E07,neg,.cache/extracted/pf1600_raw/VGF152_E07/neg/VGF152_E07_features_ms2_neg.mgf,93,1146,12.322581
VGF152_E07,pos,.cache/extracted/pf1600_raw/VGF152_E07/pos/VGF152_E07_features_ms2_pos.mgf,572,32227,56.340909
VGF152_E08,neg,.cache/extracted/pf1600_raw/VGF152_E08/neg/VGF152_E08_features_ms2_neg.mgf,64,789,12.328125
VGF152_E08,pos,.cache/extracted/pf1600_raw/VGF152_E08/pos/VGF152_E08_features_ms2_pos.mgf,313,20064,64.102236
VGF152_E09,neg,.cache/extracted/pf1600_raw/VGF152_E09/neg/VGF152_E09_features_ms2_neg.mgf,106,1374,12.962264
VGF152_E09,pos,.cache/extracted/pf1600_raw/VGF152_E09/pos/VGF152_E09_features_ms2_pos.mgf,568,37665,66.311620
VGF152_E10,neg,.cache/extracted/pf1600_raw/VGF152_E10/neg/VGF152_E10_features_ms2_neg.mgf,61,761,12.475410
VGF152_E10,pos,.cache/extracted/pf1600_raw/VGF152_E10/pos/VGF152_E10_features_ms2_pos.mgf,339,20392,60.153392
VGF152_E11,neg,.cache/extracted/pf1600_raw/VGF152_E11/neg/VGF152_E11_features_ms2_neg.mgf,30,325,10.833333
VGF152_E11,pos,.cache/extracted/pf1600_raw/VGF152_E11/pos/VGF152_E11_features_ms2_pos.mgf,473,26466,55.953488
VGF152_E12,neg,.cache/extracted/pf1600_raw/VGF152_E12/neg/VGF152_E12_features_ms2_neg.mgf,0,0,0.000000
VGF152_E12,pos,.cache/extracted/pf1600_raw/VGF152_E12/pos/VGF152_E12_features_ms2_pos.mgf,19,867,45.631579
VGF152_F01,neg,.cache/extracted/pf1600_raw/VGF152_F01/neg/VGF152_F01_features_ms2_neg.mgf,280,3109,11.103571
VGF152_F01,pos,.cache/extracted/pf1600_raw/VGF152_F01/pos/VGF152_F01_features_ms2_pos.mgf,1440,77664,53.933333
VGF152_F02,neg,.cache/extracted/pf1600_raw/VGF152_F02/neg/VGF152_F02_features_ms2_neg.mgf,24,268,11.166667
VGF152_F02,pos,.cache/extracted/pf1600_raw/VGF152_F02/pos/VGF152_F02_features_ms2_pos.mgf,338,17025,50.369822
VGF152_F03,neg,.cache/extracted/pf1600_raw/VGF152_F03/neg/VGF152_F03_features_ms2_neg.mgf,22,267,12.136364
VGF152_F03,pos,.cache/extracted/pf1600_raw/VGF152_F03/pos/VGF152_F03_features_ms2_pos.mgf,227,12624,55.612335
VGF152_F04,neg,.cache/extracted/pf1600_raw/VGF152_F04/neg/VGF152_F04_features_ms2_neg.mgf,21,221,10.523810
VGF152_F04,pos,.cache/extracted/pf1600_raw/VGF152_F04/pos/VGF152_F04_features_ms2_pos.mgf,453,24463,54.002208
VGF152_F05,neg,.cache/extracted/pf1600_raw/VGF152_F05/neg/VGF152_F05_features_ms2_neg.mgf,33,387,11.727273
VGF152_F05,pos,.cache/extracted/pf1600_raw/VGF152_F05/pos/VGF152_F05_features_ms2_pos.mgf,423,29550,69.858156
VGF152_F06,neg,.cache/extracted/pf1600_raw/VGF152_F06/neg/VGF152_F06_features_ms2_neg.mgf,32,342,10.687500
VGF152_F06,pos,.cache/extracted/pf1600_raw/VGF152_F06/pos/VGF152_F06_features_ms2_pos.mgf,455,23252,51.103297
VGF152_F07,neg,.cache/extracted/pf1600_raw/VGF152_F07/neg/VGF152_F07_features_ms2_neg.mgf,41,464,11.317073
VGF152_F07,pos,.cache/extracted/pf1600_raw/VGF152_F07/pos/VGF152_F07_features_ms2_pos.mgf,425,20897,49.169412
VGF152_F08,neg,.cache/extracted/pf1600_raw/VGF152_F08/neg/VGF152_F08_features_ms2_neg.mgf,13,187,14.384615
VGF152_F08,pos,.cache/extracted/pf1600_raw/VGF152_F08/pos/VGF152_F08_features_ms2_pos.mgf,149,6529,43.818792
VGF152_F09,neg,.cache/extracted/pf1600_raw/VGF152_F09/neg/VGF152_F09_features_ms2_neg.mgf,10,102,10.200000
VGF152_F09,pos,.cache/extracted/pf1600_raw/VGF152_F09/pos/VGF152_F09_features_ms2_pos.mgf,234,10983,46.935897
VGF152_F10,neg,.cache/extracted/pf1600_raw/VGF152_F10/neg/VGF152_F10_features_ms2_neg.mgf,21,222,10.571429
VGF152_F10,pos,.cache/extracted/pf1600_raw/VGF152_F10/pos/VGF152_F10_features_ms2_pos.mgf,272,14370,52.830882
VGF152_F11,neg,.cache/extracted/pf1600_raw/VGF152_F11/neg/VGF152_F11_features_ms2_neg.mgf,12,135,11.250000
VGF152_F11,pos,.cache/extracted/pf1600_raw/VGF152_F11/pos/VGF152_F11_features_ms2_pos.mgf,185,9618,51.989189
VGF152_F12,neg,.cache/extracted/pf1600_raw/VGF152_F12/neg/VGF152_F12_features_ms2_neg.mgf,0,0,0.000000
VGF152_F12,pos,.cache/extracted/pf1600_raw/VGF152_F12/pos/VGF152_F12_features_ms2_pos.mgf,14,567,40.500000
VGF152_G01,neg,.cache/extracted/pf1600_raw/VGF152_G01/neg/VGF152_G01_features_ms2_neg.mgf,1131,21474,18.986737
VGF152_G01,pos,.cache/extracted/pf1600_raw/VGF152_G01/pos/VGF152_G01_features_ms2_pos.mgf,1489,80673,54.179315
VGF152_G02,neg,.cache/extracted/pf1600_raw/VGF152_G02/neg/VGF152_G02_features_ms2_neg.mgf,186,4538,24.397849
VGF152_G02,pos,.cache/extracted/pf1600_raw/VGF152_G02/pos/VGF152_G02_features_ms2_pos.mgf,561,29241,52.122995
VGF152_G03,neg,.cache/extracted/pf1600_raw/VGF152_G03/neg/VGF152_G03_features_ms2_neg.mgf,186,3435,18.467742
VGF152_G03,pos,.cache/extracted/pf1600_raw/VGF152_G03/pos/VGF152_G03_features_ms2_pos.mgf,593,45665,77.006745
VGF152_G04,neg,.cache/extracted/pf1600_raw/VGF152_G04/neg/VGF152_G04_features_ms2_neg.mgf,335,6702,20.005970
VGF152_G04,pos,.cache/extracted/pf1600_raw/VGF152_G04/pos/VGF152_G04_features_ms2_pos.mgf,444,25913,58.362613
VGF152_G05,neg,.cache/extracted/pf1600_raw/VGF152_G05/neg/VGF152_G05_features_ms2_neg.mgf,187,3051,16.315508
VGF152_G05,pos,.cache/extracted/pf1600_raw/VGF152_G05/pos/VGF152_G05_features_ms2_pos.mgf,610,43506,71.321311
VGF152_G06,neg,.cache/extracted/pf1600_raw/VGF152_G06/neg/VGF152_G06_features_ms2_neg.mgf,166,2267,13.656627
VGF152_G06,pos,.cache/extracted/pf1600_raw/VGF152_G06/pos/VGF152_G06_features_ms2_pos.mgf,457,23743,51.954048
VGF152_G07,neg,.cache/extracted/pf1600_raw/VGF152_G07/neg/VGF152_G07_features_ms2_neg.mgf,191,2788,14.596859
VGF152_G07,pos,.cache/extracted/pf1600_raw/VGF152_G07/pos/VGF152_G07_features_ms2_pos.mgf,470,24856,52.885106
VGF152_G08,neg,.cache/extracted/pf1600_raw/VGF152_G08/neg/VGF152_G08_features_ms2_neg.mgf,216,2987,13.828704
VGF152_G08,pos,.cache/extracted/pf1600_raw/VGF152_G08/pos/VGF152_G08_features_ms2_pos.mgf,456,25395,55.690789
VGF152_G09,neg,.cache/extracted/pf1600_raw/VGF152_G09/neg/VGF152_G09_features_ms2_neg.mgf,142,2078,14.633803
VGF152_G09,pos,.cache/extracted/pf1600_raw/VGF152_G09/pos/VGF152_G09_features_ms2_pos.mgf,495,27068,54.682828
