sample_id,polarity,path,features,total_peaks,mean_peaks_per_feature
VGF142_C05,neg,.cache/extracted/pf1600_raw/VGF142_C05/neg/VGF142_C05_features_ms2_neg.mgf,253,6649,26.280632
VGF142_C05,pos,.cache/extracted/pf1600_raw/VGF142_C05/pos/VGF142_C05_features_ms2_pos.mgf,423,22354,52.846336
VGF142_C06,neg,.cache/extracted/pf1600_raw/VGF142_C06/neg/VGF142_C06_features_ms2_neg.mgf,112,2750,24.553571
VGF142_C06,pos,.cache/extracted/pf1600_raw/VGF142_C06/pos/VGF142_C06_features_ms2_pos.mgf,307,19678,64.097720
VGF142_C07,neg,.cache/extracted/pf1600_raw/VGF142_C07/neg/VGF142_C07_features_ms2_neg.mgf,162,4833,29.833333
VGF142_C07,pos,.cache/extracted/pf1600_raw/VGF142_C07/pos/VGF142_C07_features_ms2_pos.mgf,298,11633,39.036913
VGF142_C08,neg,.cache/extracted/pf1600_raw/VGF142_C08/neg/VGF142_C08_features_ms2_neg.mgf,119,3052,25.647059
VGF142_C08,pos,.cache/extracted/pf1600_raw/VGF142_C08/pos/VGF142_C08_features_ms2_pos.mgf,245,11936,48.718367
VGF142_C09,neg,.cache/extracted/pf1600_raw/VGF142_C09/neg/VGF142_C09_features_ms2_neg.mgf,257,7382,28.723735
VGF142_C09,pos,.cache/extracted/pf1600_raw/VGF142_C09/pos/VGF142_C09_features_ms2_pos.mgf,496,24976,50.354839
VGF142_C10,neg,.cache/extracted/pf1600_raw/VGF142_C10/neg/VGF142_C10_features_ms2_neg.mgf,215,6825,31.744186
VGF142_C10,pos,.cache/extracted/pf1600_raw/VGF142_C10/pos/VGF142_C10_features_ms2_pos.mgf,974,48792,50.094456
VGF142_C11,neg,.cache/extracted/pf1600_raw/VGF142_C11/neg/VGF142_C11_features_ms2_neg.mgf,149,4707,31.590604
VGF142_C11,pos,.cache/extracted/pf1600_raw/VGF142_C11/pos/VGF142_C11_features_ms2_pos.mgf,564,30275,53.679078
VGF142_C12,neg,.cache/extracted/pf1600_raw/VGF142_C12/neg/VGF142_C12_features_ms2_neg.mgf,2,33,16.500000
VGF142_C12,pos,.cache/extracted/pf1600_raw/VGF142_C12/pos/VGF142_C12_features_ms2_pos.mgf,41,1751,42.707317
VGF142_D01,neg,.cache/extracted/pf1600_raw/VGF142_D01/neg/VGF142_D01_features_ms2_neg.mgf,1046,31945,30.540153
VGF142_D01,pos,.cache/extracted/pf1600_raw/VGF142_D01/pos/VGF142_D01_features_ms2_pos.mgf,1291,71632,55.485670
VGF142_D02,neg,.cache/extracted/pf1600_raw/VGF142_D02/neg/VGF142_D02_features_ms2_neg.mgf,306,8769,28.656863
VGF142_D02,pos,.cache/extracted/pf1600_raw/VGF142_D02/pos/VGF142_D02_features_ms2_pos.mgf,506,32264,63.762846
VGF142_D03,neg,.cache/extracted/pf1600_raw/VGF142_D03/neg/VGF142_D03_features_ms2_neg.mgf,238,8103,34.046218
VGF142_D03,pos,.cache/extracted/pf1600_raw/VGF142_D03/pos/VGF142_D03_features_ms2_pos.mgf,517,28071,54.295938
VGF142_D04,neg,.cache/extracted/pf1600_raw/VGF142_D04/neg/VGF142_D04_features_ms2_neg.mgf,232,8595,37.047414
VGF142_D04,pos,.cache/extracted/pf1600_raw/VGF142_D04/pos/VGF142_D04_features_ms2_pos.mgf,261,14350,54.980843
VGF142_D05,neg,.cache/extracted/pf1600_raw/VGF142_D05/neg/VGF142_D05_features_ms2_neg.mgf,108,2967,27.472222
VGF142_D05,pos,.cache/extracted/pf1600_raw/VGF142_D05/pos/VGF142_D05_features_ms2_pos.mgf,275,14104,51.287273
VGF142_D06,neg,.cache/extracted/pf1600_raw/VGF142_D06/neg/VGF142_D06_features_ms2_neg.mgf,167,4372,26.179641
VGF142_D06,pos,.cache/extracted/pf1600_raw/VGF142_D06/pos/VGF142_D06_features_ms2_pos.mgf,270,11566,42.837037
VGF142_D07,neg,.cache/extracted/pf1600_raw/VGF142_D07/neg/VGF142_D07_features_ms2_neg.mgf,142,3706,26.098592
VGF142_D07,pos,.cache/extracted/pf1600_raw/VGF142_D07/pos/VGF142_D07_features_ms2_pos.mgf,271,14105,52.047970
VGF142_D08,neg,.cache/extracted/pf1600_raw/VGF142_D08/neg/VGF142_D08_features_ms2_neg.mgf,94,2755,29.308511
VGF142_D08,pos,.cache/extracted/pf1600_raw/VGF142_D08/pos/VGF142_D08_features_ms2_pos.mgf,167,8321,49.826347
VGF142_D09,neg,.cache/extracted/pf1600_raw/VGF142_D09/neg/VGF142_D09_features_ms2_neg.mgf,111,3231,29.108108
VGF142_D09,pos,.cache/extracted/pf1600_raw/VGF142_D09/pos/VGF142_D09_features_ms2_pos.mgf,246,12073,49.077236
VGF142_D10,neg,.cache/extracted/pf1600_raw/VGF142_D10/neg/VGF142_D10_features_ms2_neg.mgf,132,4091,30.992424
VGF142_D10,pos,.cache/extracted/pf1600_raw/VGF142_D10/pos/VGF142_D10_features_ms2_pos.mgf,924,40884,44.246753
VGF142_D11,neg,.cache/extracted/pf1600_raw/VGF142_D11/neg/VGF142_D11_features_ms2_neg.mgf,442,11832,26.769231
VGF142_D11,pos,.cache/extracted/pf1600_raw/VGF142_D11/pos/VGF142_D11_features_ms2_pos.mgf,1101,78729,71.506812
VGF142_D12,neg,.cache/extracted/pf1600_raw/VGF142_D12/neg/VGF142_D12_features_ms2_neg.mgf,4,158,39.500000
VGF142_D12,pos,.cache/extracted/pf1600_raw/VGF142_D12/pos/VGF142_D12_features_ms2_pos.mgf,56,2791,49.839286
VGF142_E01,neg,.cache/extracted/pf1600_raw/VGF142_E01/neg/VGF142_E01_features_ms2_neg.mgf,1072,33155,30.928172
VGF142_E01,pos,.cache/extracted/pf1600_raw/VGF142_E01/pos/VGF142_E01_features_ms2_pos.mgf,1290,71236,55.221705
VGF142_E02,neg,.cache/extracted/pf1600_raw/VGF142_E02/neg/VGF142_E02_features_ms2_neg.mgf,361,12921,35.792244
VGF142_E02,pos,.cache/extracted/pf1600_raw/VGF142_E02/pos/VGF142_E02_features_ms2_pos.mgf,509,28776,56.534381
VGF142_E03,neg,.cache/extracted/pf1600_raw/VGF142_E03/neg/VGF142_E03_features_ms2_neg.mgf,215,6836,31.795349
VGF142_E03,pos,.cache/extracted/pf1600_raw/VGF142_E03/pos/VGF142_E03_features_ms2_pos.mgf,475,25570,53.831579
VGF142_E04,neg,.cache/extracted/pf1600_raw/VGF142_E04/neg/VGF142_E04_features_ms2_neg.mgf,446,12635,28.329596
VGF142_E04,pos,.cache/extracted/pf1600_raw/VGF142_E04/pos/VGF142_E04_features_ms2_pos.mgf,686,38790,56.545190
VGF142_E05,neg,.cache/extracted/pf1600_raw/VGF142_E05/neg/VGF142_E05_features_ms2_neg.mgf,117,2904,24.820513
VGF142_E05,pos,.cache/extracted/pf1600_raw/VGF142_E05/pos/VGF142_E05_features_ms2_pos.mgf,592,31416,53.067568
VGF142_E06,neg,.cache/extracted/pf1600_raw/VGF142_E06/neg/VGF142_E06_features_ms2_neg.mgf,174,5195,29.856322
VGF142_E06,pos,.cache/extracted/pf1600_raw/VGF142_E06/pos/VGF142_E06_features_ms2_pos.mgf,294,14140,48.095238
VGF142_E07,neg,.cache/extracted/pf1600_raw/VGF142_E07/neg/VGF142_E07_features_ms2_neg.mgf,127,3762,29.622047
VGF142_E07,pos,.cache/extracted/pf1600_raw/VGF142_E07/pos/VGF142_E07_features_ms2_pos.mgf,286,12645,44.213287
VGF142_E08,neg,.cache/extracted/pf1600_raw/VGF142_E08/neg/VGF142_E08_features_ms2_neg.mgf,168,4958,29.511905
VGF142_E08,pos,.cache/extracted/pf1600_raw/VGF142_E08/pos/VGF142_E08_features_ms2_pos.mgf,270,12044,44.607407
VGF142_E09,neg,.cache/extracted/pf1600_raw/VGF142_E09/neg/VGF142_E09_features_ms2_neg.mgf,169,4916,29.088757
VGF142_E09,pos,.cache/extracted/pf1600_raw/VGF142_E09/pos/VGF142_E09_features_ms2_pos.mgf,276,12846,46.543478
VGF142_E10,neg,.cache/extracted/pf1600_raw/VGF142_E10/neg/VGF142_E10_features_ms2_neg.mgf,159,4210,26.477987
VGF142_E10,pos,.cache/extracted/pf1600_raw/VGF142_E10/pos/VGF142_E10_features_ms2_pos.mgf,394,18191,46.170051
VGF142_E11,neg,.cache/extracted/pf1600_raw/VGF142_E11/neg/VGF142_E11_features_ms2_neg.mgf,448,11183,24.962054
VGF142_E11,pos,.cache/extracted/pf1600_raw/VGF142_E11/pos/VGF142_E11_features_ms2_pos.mgf,1045,74713,71.495694
VGF142_E12,neg,.cache/extracted/pf1600_raw/VGF142_E12/neg/VGF142_E12_features_ms2_neg.mgf,4,136,34.000000
VGF142_E12,pos,.cache/extracted/pf1600_raw/VGF142_E12/pos/VGF142_E12_features_ms2_pos.mgf,40,1708,42.700000
VGF142_F01,neg,.cache/extracted/pf1600_raw/VGF142_F01/neg/VGF142_F01_features_ms2_neg.mgf,1049,32245,30.738799
VGF142_F01,pos,.cache/extracted/pf1600_raw/VGF142_F01/pos/VGF142_F01_features_ms2_pos.mgf,1237,68537,55.405821
VGF142_F02,neg,.cache/extracted/pf1600_raw/VGF142_F02/neg/VGF142_F02_features_ms2_neg.mgf,337,11261,33.415430
VGF142_F02,pos,.cache/extracted/pf1600_raw/VGF142_F02/pos/VGF142_F02_features_ms2_pos.mgf,400,23048,57.620000
VGF142_F03,neg,.cache/extracted/pf1600_raw/VGF142_F03/neg/VGF142_F03_features_ms2_neg.mgf,418,13568,32.459330
VGF142_F03,pos,.cache/extracted/pf1600_raw/VGF142_F03/pos/VGF142_F03_features_ms2_pos.mgf,741,39886,53.827260
VGF142_F04,neg,.cache/extracted/pf1600_raw/VGF142_F04/neg/VGF142_F04_features_ms2_neg.mgf,79,2413,30.544304
VGF142_F04,pos,.cache/extracted/pf1600_raw/VGF142_F04/pos/VGF142_F04_features_ms2_pos.mgf,286,13445,47.010490
VGF142_F05,neg,.cache/extracted/pf1600_raw/VGF142_F05/neg/VGF142_F05_features_ms2_neg.mgf,353,10052,28.475921
VGF142_F05,pos,.cache/extracted/pf1600_raw/VGF142_F05/pos/VGF142_F05_features_ms2_pos.mgf,738,39792,53.918699
VGF142_F06,neg,.cache/extracted/pf1600_raw/VGF142_F06/neg/VGF142_F06_features_ms2_neg.mgf,314,10252,32.649682
VGF142_F06,pos,.cache/extracted/pf1600_raw/VGF142_F06/pos/VGF142_F06_features_ms2_pos.mgf,576,29492,51.201389
VGF142_F07,neg,.cache/extracted/pf1600_raw/VGF142_F07/neg/VGF142_F07_features_ms2_neg.mgf,120,3905,32.541667
VGF142_F07,pos,.cache/extracted/pf1600_raw/VGF142_F07/pos/VGF142_F07_features_ms2_pos.mgf,217,9726,44.820276
VGF142_F08,neg,.cache/extracted/pf1600_raw/VGF142_F08/neg/VGF142_F08_features_ms2_neg.mgf,165,4913,29.775758
VGF142_F08,pos,.cache/extracted/pf1600_raw/VGF142_F08/pos/VGF142_F08_features_ms2_pos.mgf,268,12989,48.466418
VGF142_F09,neg,.cache/extracted/pf1600_raw/VGF142_F09/neg/VGF142_F09_features_ms2_neg.mgf,186,5301,28.500000
VGF142_F09,pos,.cache/extracted/pf1600_raw/VGF142_F09/pos/VGF142_F09_features_ms2_pos.mgf,281,13338,47.466192
VGF142_F10,neg,.cache/extracted/pf1600_raw/VGF142_F10/neg/VGF142_F10_features_ms2_neg.mgf,249,7387,29.666667
VGF142_F10,pos,.cache/extracted/pf1600_raw/VGF142_F10/pos/VGF142_F10_features_ms2_pos.mgf,607,33294,54.850082
VGF142_F11,neg,.cache/extracted/pf1600_raw/VGF142_F11/neg/VGF142_F11_features_ms2_neg.mgf,320,8311,25.971875
VGF142_F11,pos,.cache/extracted/pf1600_raw/VGF142_F11/pos/VGF142_F11_features_ms2_pos.mgf,980,66392,67.746939
VGF142_F12,neg,.cache/extracted/pf1600_raw/VGF142_F12/neg/VGF142_F12_features_ms2_neg.mgf,2,44,22.000000
VGF142_F12,pos,.cache/extracted/pf1600_raw/VGF142_F12/pos/VGF142_F12_features_ms2_pos.mgf,36,1565,43.472222
VGF142_G01,neg,.cache/extracted/pf1600_raw/VGF142_G01/neg/VGF142_G01_features_ms2_neg.mgf,1059,32448,30.640227
VGF142_G01,pos,.cache/extracted/pf1600_raw/VGF142_G01/pos/VGF142_G01_features_ms2_pos.mgf,1259,68618,54.501986
VGF142_G02,neg,.cache/extracted/pf1600_raw/VGF142_G02/neg/VGF142_G02_features_ms2_neg.mgf,260,8433,32.434615
VGF142_G02,pos,.cache/extracted/pf1600_raw/VGF142_G02/pos/VGF142_G02_features_ms2_pos.mgf,372,20652,55.516129
VGF142_G03,neg,.cache/extracted/pf1600_raw/VGF142_G03/neg/VGF142_G03_features_ms2_neg.mgf,343,11006,32.087464
VGF142_G03,pos,.cache/extracted/pf1600_raw/VGF142_G03/pos/VGF142_G03_features_ms2_pos.mgf,497,25187,50.678068
VGF142_G04,neg,.cache/extracted/pf1600_raw/VGF142_G04/neg/VGF142_G04_features_ms2_neg.mgf,215,6226,28.958140
VGF142_G04,pos,.cache/extracted/pf1600_raw/VGF142_G04/pos/VGF142_G04_features_ms2_pos.mgf,685,29073,42.442336
VGF142_G05,neg,.cache/extracted/pf1600_raw/VGF142_G05/neg/VGF142_G05_features_ms2_neg.mgf,305,9251,30.331148
VGF142_G05,pos,.cache/extracted/pf1600_raw/VGF142_G05/pos/VGF142_G05_features_ms2_pos.mgf,748,44477,59.461230
VGF142_G06,neg,.cache/extracted/pf1600_raw/VGF142_G06/neg/VGF142_G06_features_ms2_neg.mgf,328,10486,31.969512
VGF142_G06,pos,.cache/extracted/pf1600_raw/VGF142_G06/pos/VGF142_G06_features_ms2_pos.mgf,556,28427,51.127698
VGF142_G07,neg,.cache/extracted/pf1600_raw/VGF142_G07/neg/VGF142_G07_features_ms2_neg.mgf,304,9255,30.444079
VGF142_G07,pos,.cache/extracted/pf1600_raw/VGF142_G07/pos/VGF142_G07_features_ms2_pos.mgf,591,33799,57.189509
VGF142_G08,neg,.cache/extracted/pf1600_raw/VGF142_G08/neg/VGF142_G08_features_ms2_neg.mgf,236,7008,29.694915
VGF142_G08,pos,.cache/extracted/pf1600_raw/VGF142_G08/pos/VGF142_G08_features_ms2_pos.mgf,485,29218,60.243299
VGF142_G09,neg,.cache/extracted/pf1600_raw/VGF142_G09/neg/VGF142_G09_features_ms2_neg.mgf,468,14871,31.775641
VGF142_G09,pos,.cache/extracted/pf1600_raw/VGF142_G09/pos/VGF142_G09_features_ms2_pos.mgf,692,42803,61.854046
VGF142_G10,neg,.cache/extracted/pf1600_raw/VGF142_G10/neg/VGF142_G10_features_ms2_neg.mgf,245,6875,28.061224
VGF142_G10,pos,.cache/extracted/pf1600_raw/VGF142_G10/pos/VGF142_G10_features_ms2_pos.mgf,530,27864,52.573585
VGF142_G11,neg,.cache/extracted/pf1600_raw/VGF142_G11/neg/VGF142_G11_features_ms2_neg.mgf,339,8937,26.362832
VGF142_G11,pos,.cache/extracted/pf1600_raw/VGF142_G11/pos/VGF142_G11_features_ms2_pos.mgf,1057,70789,66.971618
VGF142_G12,neg,.cache/extracted/pf1600_raw/VGF142_G12/neg/VGF142_G12_features_ms2_neg.mgf,1,6,6.000000
VGF142_G12,pos,.cache/extracted/pf1600_raw/VGF142_G12/pos/VGF142_G12_features_ms2_pos.mgf,38,1475,38.815789
VGF142_H01,neg,.cache/extracted/pf1600_raw/VGF142_H01/neg/VGF142_H01_features_ms2_neg.mgf,1106,33755,30.519892
VGF142_H01,pos,.cache/extracted/pf1600_raw/VGF142_H01/pos/VGF142_H01_features_ms2_pos.mgf,1314,72493,55.169711
VGF142_H02,neg,.cache/extracted/pf1600_raw/VGF142_H02/neg/VGF142_H02_features_ms2_neg.mgf,291,9753,33.515464
VGF142_H02,pos,.cache/extracted/pf1600_raw/VGF142_H02/pos/VGF142_H02_features_ms2_pos.mgf,564,33838,59.996454
VGF142_H03,neg,.cache/extracted/pf1600_raw/VGF142_H03/neg/VGF142_H03_features_ms2_neg.mgf,369,12701,34.420054
VGF142_H03,pos,.cache/extracted/pf1600_raw/VGF142_H03/pos/VGF142_H03_features_ms2_pos.mgf,437,18996,43.469108
VGF142_H04,neg,.cache/extracted/pf1600_raw/VGF142_H04/neg/VGF142_H04_features_ms2_neg.mgf,263,8265,31.425856
VGF142_H04,pos,.cache/extracted/pf1600_raw/VGF142_H04/pos/VGF142_H04_features_ms2_pos.mgf,488,25418,52.086066
VGF142_H05,neg,.cache/extracted/pf1600_raw/VGF142_H05/neg/VGF142_H05_features_ms2_neg.mgf,200,5191,25.955000
VGF142_H05,pos,.cache/extracted/pf1600_raw/VGF142_H05/pos/VGF142_H05_features_ms2_pos.mgf,466,31810,68.261803
VGF142_H06,neg,.cache/extracted/pf1600_raw/VGF142_H06/neg/VGF142_H06_features_ms2_neg.mgf,335,10852,32.394030
VGF142_H06,pos,.cache/extracted/pf1600_raw/VGF142_H06/pos/VGF142_H06_features_ms2_pos.mgf,565,31984,56.608850
VGF142_H07,neg,.cache/extracted/pf1600_raw/VGF142_H07/neg/VGF142_H07_features_ms2_neg.mgf,333,10263,30.819820
VGF142_H07,pos,.cache/extracted/pf1600_raw/VGF142_H07/pos/VGF142_H07_features_ms2_pos.mgf,507,25916,51.116371
VGF142_H08,neg,.cache/extracted/pf1600_raw/VGF142_H08/neg/VGF142_H08_features_ms2_neg.mgf,318,9825,30.896226
VGF142_H08,pos,.cache/extracted/pf1600_raw/VGF142_H08/pos/VGF142_H08_features_ms2_pos.mgf,586,34175,58.319113
VGF142_H09,neg,.cache/extracted/pf1600_raw/VGF142_H09/neg/VGF142_H09_features_ms2_neg.mgf,73,2131,29.191781
VGF142_H09,pos,.cache/extracted/pf1600_raw/VGF142_H09/pos/VGF142_H09_features_ms2_pos.mgf,167,8599,51.491018
VGF142_H10,neg,.cache/extracted/pf1600_raw/VGF142_H10/neg/VGF142_H10_features_ms2_neg.mgf,442,13279,30.042986
VGF142_H10,pos,.cache/extracted/pf1600_raw/VGF142_H10/pos/VGF142_H10_features_ms2_pos.mgf,551,27562,50.021779
VGF142_H11,neg,.cache/extracted/pf1600_raw/VGF142_H11/neg/VGF142_H11_features_ms2_neg.mgf,395,10661,26.989873
VGF142_H11,pos,.cache/extracted/pf1600_raw/VGF142_H11/pos/VGF142_H11_features_ms2_pos.mgf,697,53752,77.119082
VGF142_H12,neg,.cache/extracted/pf1600_raw/VGF142_H12/neg/VGF142_H12_features_ms2_neg.mgf,3,101,33.666667
VGF142_H12,pos,.cache/extracted/pf1600_raw/VGF142_H12/pos/VGF142_H12_features_ms2_pos.mgf,31,1222,39.419355
VGF143_A01,neg,.cache/extracted/pf1600_raw/VGF143_A01/neg/VGF143_A01_features_ms2_neg.mgf,884,27204,30.773756
VGF143_A01,pos,.cache/extracted/pf1600_raw/VGF143_A01/pos/VGF143_A01_features_ms2_pos.mgf,1163,62897,54.081685
VGF143_A02,neg,.cache/extracted/pf1600_raw/VGF143_A02/neg/VGF143_A02_features_ms2_neg.mgf,170,5014,29.494118
VGF143_A02,pos,.cache/extracted/pf1600_raw/VGF143_A02/pos/VGF143_A02_features_ms2_pos.mgf,666,33305,50.007508
VGF143_A03,neg,.cache/extracted/pf1600_raw/VGF143_A03/neg/VGF143_A03_features_ms2_neg.mgf,175,4621,26.405714
VGF143_A03,pos,.cache/extracted/pf1600_raw/VGF143_A03/pos/VGF143_A03_features_ms2_pos.mgf,393,24416,62.127226
VGF143_A04,neg,.cache/extracted/pf1600_raw/VGF143_A04/neg/VGF143_A04_features_ms2_neg.mgf,263,7790,29.619772
VGF143_A04,pos,.cache/extracted/pf1600_raw/VGF143_A04/pos/VGF143_A04_features_ms2_pos.mgf,502,21991,43.806773
VGF143_A05,neg,.cache/extracted/pf1600_raw/VGF143_A05/neg/VGF143_A05_features_ms2_neg.mgf,220,6275,28.522727
VGF143_A05,pos,.cache/extracted/pf1600_raw/VGF143_A05/pos/VGF143_A05_features_ms2_pos.mgf,491,26488,53.947047
VGF143_A06,neg,.cache/extracted/pf1600_raw/VGF143_A06/neg/VGF143_A06_features_ms2_neg.mgf,208,6208,29.846154
VGF143_A06,pos,.cache/extracted/pf1600_raw/VGF143_A06/pos/VGF143_A06_features_ms2_pos.mgf,531,26539,49.979284
VGF143_A07,neg,.cache/extracted/pf1600_raw/VGF143_A07/neg/VGF143_A07_features_ms2_neg.mgf,235,6772,28.817021
VGF143_A07,pos,.cache/extracted/pf1600_raw/VGF143_A07/pos/VGF143_A07_features_ms2_pos.mgf,831,46708,56.206980
VGF143_A08,neg,.cache/extracted/pf1600_raw/VGF143_A08/neg/VGF143_A08_features_ms2_neg.mgf,142,4784,33.690141
VGF143_A08,pos,.cache/extracted/pf1600_raw/VGF143_A08/pos/VGF143_A08_features_ms2_pos.mgf,278,13240,47.625899
VGF143_A09,neg,.cache/extracted/pf1600_raw/VGF143_A09/neg/VGF143_A09_features_ms2_neg.mgf,257,7940,30.894942
VGF143_A09,pos,.cache/extracted/pf1600_raw/VGF143_A09/pos/VGF143_A09_features_ms2_pos.mgf,730,40274,55.169863
VGF143_A10,neg,.cache/extracted/pf1600_raw/VGF143_A10/neg/VGF143_A10_features_ms2_neg.mgf,197,5904,29.969543
VGF143_A10,pos,.cache/extracted/pf1600_raw/VGF143_A10/pos/VGF143_A10_features_ms2_pos.mgf,518,30304,58.501931
VGF143_A11,neg,.cache/extracted/pf1600_raw/VGF143_A11/neg/VGF143_A11_features_ms2_neg.mgf,178,5037,28.297753
VGF143_A11,pos,.cache/extracted/pf1600_raw/VGF143_A11/pos/VGF143_A11_features_ms2_pos.mgf,453,22828,50.392936
VGF143_A12,neg,.cache/extracted/pf1600_raw/VGF143_A12/neg/VGF143_A12_features_ms2_neg.mgf,10,257,25.700000
VGF143_A12,pos,.cache/extracted/pf1600_raw/VGF143_A12/pos/VGF143_A12_features_ms2_pos.mgf,34,1520,44.705882
VGF143_B01,neg,.cache/extracted/pf1600_raw/VGF143_B01/neg/VGF143_B01_features_ms2_neg.mgf,911,27370,30.043908
VGF143_B01,pos,.cache/extracted/pf1600_raw/VGF143_B01/pos/VGF143_B01_features_ms2_pos.mgf,1073,55564,51.783784
VGF143_B02,neg,.cache/extracted/pf1600_raw/VGF143_B02/neg/VGF143_B02_features_ms2_neg.mgf,155,4148,26.761290
VGF143_B02,pos,.cache/extracted/pf1600_raw/VGF143_B02/pos/VGF143_B02_features_ms2_pos.mgf,533,25749,48.309568
VGF143_B03,neg,.cache/extracted/pf1600_raw/VGF143_B03/neg/VGF143_B03_features_ms2_neg.mgf,268,7648,28.537313
VGF143_B03,pos,.cache/extracted/pf1600_raw/VGF143_B03/pos/VGF143_B03_features_ms2_pos.mgf,650,42645,65.607692
VGF143_B04,neg,.cache/extracted/pf1600_raw/VGF143_B04/neg/VGF143_B04_features_ms2_neg.mgf,272,7978,29.330882
VGF143_B04,pos,.cache/extracted/pf1600_raw/VGF143_B04/pos/VGF143_B04_features_ms2_pos.mgf,614,32925,53.623779
VGF143_B05,neg,.cache/extracted/pf1600_raw/VGF143_B05/neg/VGF143_B05_features_ms2_neg.mgf,452,13971,30.909292
VGF143_B05,pos,.cache/extracted/pf1600_raw/VGF143_B05/pos/VGF143_B05_features_ms2_pos.mgf,708,30373,42.899718
VGF143_B06,neg,.cache/extracted/pf1600_raw/VGF143_B06/neg/VGF143_B06_features_ms2_neg.mgf,295,8210,27.830508
VGF143_B06,pos,.cache/extracted/pf1600_raw/VGF143_B06/pos/VGF143_B06_features_ms2_pos.mgf,669,39587,59.173393
VGF143_B07,neg,.cache/extracted/pf1600_raw/VGF143_B07/neg/VGF143_B07_features_ms2_neg.mgf,158,4752,30.075949
VGF143_B07,pos,.cache/extracted/pf1600_raw/VGF143_B07/pos/VGF143_B07_features_ms2_pos.mgf,478,25329,52.989540
VGF143_B08,neg,.cache/extracted/pf1600_raw/VGF143_B08/neg/VGF143_B08_features_ms2_neg.mgf,187,5794,30.983957
VGF143_B08,pos,.cache/extracted/pf1600_raw/VGF143_B08/pos/VGF143_B08_features_ms2_pos.mgf,464,28169,60.709052
VGF143_B09,neg,.cache/extracted/pf1600_raw/VGF143_B09/neg/VGF143_B09_features_ms2_neg.mgf,245,6294,25.689796
VGF143_B09,pos,.cache/extracted/pf1600_raw/VGF143_B09/pos/VGF143_B09_features_ms2_pos.mgf,369,19323,52.365854
VGF143_B10,neg,.cache/extracted/pf1600_raw/VGF143_B10/neg/VGF143_B10_features_ms2_neg.mgf,353,9802,27.767705
VGF143_B10,pos,.cache/extracted/pf1600_raw/VGF143_B10/pos/VGF143_B10_features_ms2_pos.mgf,414,19060,46.038647
VGF143_B11,neg,.cache/extracted/pf1600_raw/VGF143_B11/neg/VGF143_B11_features_ms2_neg.mgf,250,7170,28.680000
VGF143_B11,pos,.cache/extracted/pf1600_raw/VGF143_B11/pos/VGF143_B11_features_ms2_pos.mgf,408,22298,54.651961
VGF143_B12,neg,.cache/extracted/pf1600_raw/VGF143_B12/neg/VGF143_B12_features_ms2_neg.mgf,7,245,35.000000
VGF143_B12,pos,.cache/extracted/pf1600_raw/VGF143_B12/pos/VGF143_B12_features_ms2_pos.mgf,34,1332,39.176471
VGF143_C01,neg,.cache/extracted/pf1600_raw/VGF143_C01/neg/VGF143_C01_features_ms2_neg.mgf,904,27086,29.962389
VGF143_C01,pos,.cache/extracted/pf1600_raw/VGF143_C01/pos/VGF143_C01_features_ms2_pos.mgf,1041,53051,50.961575
VGF143_C02,neg,.cache/extracted/pf1600_raw/VGF143_C02/neg/VGF143_C02_features_ms2_neg.mgf,153,4377,28.607843
VGF143_C02,pos,.cache/extracted/pf1600_raw/VGF143_C02/pos/VGF143_C02_features_ms2_pos.mgf,603,31184,51.714760
VGF143_C03,neg,.cache/extracted/pf1600_raw/VGF143_C03/neg/VGF143_C03_features_ms2_neg.mgf,135,3745,27.740741
VGF143_C03,pos,.cache/extracted/pf1600_raw/VGF143_C03/pos/VGF143_C03_features_ms2_pos.mgf,406,19196,47.280788
VGF143_C04,neg,.cache/extracted/pf1600_raw/VGF143_C04/neg/VGF143_C04_features_ms2_neg.mgf,171,5318,31.099415
VGF143_C04,pos,.cache/extracted/pf1600_raw/VGF143_C04/pos/VGF143_C04_features_ms2_pos.mgf,352,18042,51.255682
VGF143_C05,neg,.cache/extracted/pf1600_raw/VGF143_C05/neg/VGF143_C05_features_ms2_neg.mgf,179,5356,29.921788
VGF143_C05,pos,.cache/extracted/pf1600_raw/VGF143_C05/pos/VGF143_C05_features_ms2_pos.mgf,230,10229,44.473913
VGF143_C06,neg,.cache/extracted/pf1600_raw/VGF143_C06/neg/VGF143_C06_features_ms2_neg.mgf,276,7700,27.898551
VGF143_C06,pos,.cache/extracted/pf1600_raw/VGF143_C06/pos/VGF143_C06_features_ms2_pos.mgf,516,28807,55.827519
VGF143_C07,neg,.cache/extracted/pf1600_raw/VGF143_C07/neg/VGF143_C07_features_ms2_neg.mgf,63,1946,30.888889
VGF143_C07,pos,.cache/extracted/pf1600_raw/VGF143_C07/pos/VGF143_C07_features_ms2_pos.mgf,182,9451,51.928571
VGF143_C08,neg,.cache/extracted/pf1600_raw/VGF143_C08/neg/VGF143_C08_features_ms2_neg.mgf,154,4247,27.577922
VGF143_C08,pos,.cache/extracted/pf1600_raw/VGF143_C08/pos/VGF143_C08_features_ms2_pos.mgf,459,21600,47.058824
VGF143_C09,neg,.cache/extracted/pf1600_raw/VGF143_C09/neg/VGF143_C09_features_ms2_neg.mgf,112,3559,31.776786
VGF143_C09,pos,.cache/extracted/pf1600_raw/VGF143_C09/pos/VGF143_C09_features_ms2_pos.mgf,276,12847,46.547101
